lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
3.5842293906810036e-07,3.5842293906810036e-07,4,,
,,4,0.1504877805709839,0
