lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,valid_pcc_step,valid_ssim_step,valid_psnr_step,valid_acc_step,valid_rmse_step,valid_frame_mse_step,valid_frame_mae_step,valid_frame_mse_epoch,valid_frame_mae_epoch,valid_loss_epoch,valid_csi_16_epoch,valid_csi_74_epoch,valid_csi_133_epoch,valid_csi_160_epoch,valid_csi_181_epoch,valid_csi_219_epoch,valid_csi_avg_epoch,valid_pod_16_epoch,valid_pod_74_epoch,valid_pod_133_epoch,valid_pod_160_epoch,valid_pod_181_epoch,valid_pod_219_epoch,valid_pod_avg_epoch,valid_sucr_16_epoch,valid_sucr_74_epoch,valid_sucr_133_epoch,valid_sucr_160_epoch,valid_sucr_181_epoch,valid_sucr_219_epoch,valid_sucr_avg_epoch,valid_bias_16_epoch,valid_bias_74_epoch,valid_bias_133_epoch,valid_bias_160_epoch,valid_bias_181_epoch,valid_bias_219_epoch,valid_bias_avg_epoch
2.2222222222222223e-05,2.2222222222222223e-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2222222222222223e-05,2.2222222222222223e-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2222222222222223e-05,2.2222222222222223e-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2222222222222223e-05,2.2222222222222223e-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2222222222222223e-05,2.2222222222222223e-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2222222222222223e-05,2.2222222222222223e-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2222222222222223e-05,2.2222222222222223e-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2222222222222223e-05,2.2222222222222223e-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2222222222222223e-05,2.2222222222222223e-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2222222222222223e-05,2.2222222222222223e-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,0.08155877888202667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3333333333333335e-05,3.3333333333333335e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,0.07455714792013168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444444444444447e-05,4.4444444444444447e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,0.03725428506731987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.555555555555556e-05,5.555555555555556e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,0.053803570568561554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.666666666666667e-05,6.666666666666667e-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,0.057195305824279785,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.777777777777778e-05,7.777777777777778e-05,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,0.04273160919547081,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.888888888888889e-05,8.888888888888889e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,0.02286762371659279,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0001,0.0001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,0.017199067398905754,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.98200545526992e-05,9.98200545526992e-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,0.02312523126602173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186803e-05,9.928151472186803e-05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,0.01753673329949379,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.838826069932828e-05,9.838826069932828e-05,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.838826069932828e-05,9.838826069932828e-05,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.838826069932828e-05,9.838826069932828e-05,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.838826069932828e-05,9.838826069932828e-05,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.838826069932828e-05,9.838826069932828e-05,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.838826069932828e-05,9.838826069932828e-05,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
